Position_X,Position_Y,Position_Z,Time
-1368.8964,-307.6831,107.8009,587514.8297
-1279.847,-286.5964,184.5402,587519.2964
-1234.5478,-274.1609,162.4383,587528.9466
-1169.1591,-255.251,132.0135,587543.1124
-1121.4393,-242.2795,121.594,587548.8642
-1097.0369,-235.8688,119.282,587553.1353
-1078.9411,-230.314,99.5944,587556.6202
-1056.2141,-224.3239,92.2436,587560.3626
-1035.9166,-218.7116,79.1777,587564.34
-1009.7692,-212.0003,83.5311,587568.2828
-992.2582,-207.5555,60.2872,587572.1163
-971.253,-201.7483,49.8895,587576.1447
-946.9629,-195.5827,47.6047,587580.0282
-932.5561,-191.0553,33.8362,587583.9648
-918.4471,-187.0739,36.2132,587587.9522
-899.3957,-182.2775,52.7905,587592.1015
-886.0919,-179.014,54.5788,587595.7756
-869.199,-174.7358,63.0782,587599.8131
-853.9252,-171.5628,68.553,587603.6863
-836.4393,-167.4962,83.0919,587607.7937
-818.9139,-162.4449,94.9228,587611.8215
-802.1831,-158.0292,104.6984,587615.5098
-787.426,-154.6553,105.4247,587619.4942
-773.4644,-151.2563,107.9424,587623.61
-755.8801,-146.8739,121.8401,587627.502
-741.3607,-143.4778,123.9432,587631.3906
-726.3373,-141.0901,126.0399,587635.3504
-707.8261,-135.5408,147.107,587639.2342
-694.9422,-132.3344,142.2891,587643.2942
-678.401,-128.3377,149.0137,587647.1927
-661.8009,-124.545,157.4899,587651.0566
-646.5559,-120.9475,163.7396,587655.0812
-633.0736,-117.5274,164.6205,587659.0112
-618.0236,-114.7071,165.0511,587662.9311
-601.889,-110.7381,175.4661,587666.8874
-584.4265,-106.3354,186.5592,587670.8404
-569.8092,-102.6027,188.7894,587674.7649
-555.9521,-99.3546,188.861,587678.7853
-538.2093,-95.5264,201.0536,587682.6524
-523.6236,-91.8137,206.3012,587686.6286
-509.5143,-89.2222,200.1919,587690.7844
-494.3011,-86.171,209.6422,587694.4657
-478.5413,-82.1208,217.7195,587698.4604
-463.6851,-78.4751,218.5766,587702.4352
-448.7091,-74.8479,220.6233,587706.3203
-436.0883,-71.8893,215.8286,587710.3166
-419.5539,-68.3885,225.5652,587714.217
-404.717,-64.7825,227.3254,587718.132
-389.9777,-62.4109,226.837,587722.1794
-374.6514,-58.7443,236.6945,587726.123
-358.9206,-54.97,241.6738,587730.0127
-346.3128,-51.906,234.5194,587734.0881
-330.8091,-48.4595,239.1874,587738.1062
-315.3885,-44.9208,241.3458,587741.9053
-301.5102,-42.1409,243.9618,587746.016
-286.3664,-38.9105,243.244,587749.785
-271.644,-36.4782,250.0195,587753.6742
-257.9423,-33.0097,248.1488,587757.822
-243.5023,-30.0939,236.546,587761.7464
-228.5554,-26.9841,236.5021,587765.487
-214.0127,-24.0311,239.2575,587769.472
-199.9785,-20.1025,246.829,587773.5172
-185.783,-17.2992,250.1557,587777.3178
-169.4312,-15.1519,244.8536,587781.2832
-156.4132,-12.0759,252.1233,587785.1978
-142.2906,-7.1984,269.5382,587789.1474
-127.7633,-5.0001,258.1393,587793.1352
-114.1553,-2.3683,262.341,587797.0965
-99.7915,0.7202,261.0879,587801.0208
-84.3616,3.828,245.335,587804.9991
-70.9024,6.5221,248.0642,587808.8932
-56.9401,8.3333,245.2771,587812.9626
-43.2224,11.5471,244.5401,587816.9764
-29.0135,15.1328,249.5786,587820.741
-15.5141,18.1099,243.5309,587824.706
-0.4311,20.6662,238.4147,587828.7226
12.2122,23.5912,237.3344,587832.5872
26.3343,26.5839,235.6104,587836.5537
40.6048,29.1178,234.633,587840.538
54.9233,31.4136,226.0256,587844.5624
67.6927,34.5102,232.7528,587848.4054
81.1868,37.5604,230.5044,587852.3832
95.2968,40.3146,219.5482,587856.407
108.7119,42.9846,222.7787,587860.3082
122.4771,45.4487,217.4482,587864.1735
136.4132,48.368,216.8694,587868.1162
150.5446,50.2624,206.8149,587872.0802
162.8245,53.0804,210.249,587876.045
176.8862,55.8903,201.8864,587880.0858
189.5886,58.6696,202.5468,587883.9327
204.0346,61.2633,195.1942,587887.8312
216.7961,63.9615,188.8921,587891.7898
230.6353,66.3507,185.7116,587896.0052
244.4258,69.0311,178.8385,587899.6808
256.5874,70.6726,179.6462,587903.77
270.0737,73.7133,172.8042,587907.7591
282.9803,76.6848,170.5878,587911.5914
296.4394,79.0308,162.6673,587915.5364
310.2603,81.3945,154.6539,587919.4363
321.8501,83.856,154.4598,587923.4753
335.9949,86.4483,147.631,587927.3784
350.5908,88.3757,136.8506,587931.3491
361.5838,90.5392,135.2997,587935.2283
373.7982,93.1561,130.8187,587939.2218
387.1086,96.1261,123.8519,587943.4004
399.936,98.2478,117.0816,587947.4908
412.4181,100.6361,110.425,587951.1416
425.4995,103.0591,103.1834,587955.2284
437.4211,105.4826,99.1738,587959.0867
454.0874,107.4135,79.3837,587962.9748
463.6744,109.8092,82.1607,587966.8574
476.4696,112.5481,73.8932,587970.8698
489.0361,114.9193,65.8459,587974.9888
501.3726,117.1412,57.882,587978.7622
513.5244,119.2759,52.1309,587982.8361
526.5462,121.5267,42.8671,587986.895
538.3599,123.5383,36.8976,587990.7352
551.2543,125.4797,27.4878,587994.526
563.1252,128.0432,21.7658,587998.5496
576.0162,130.5777,21.4189,588002.4034
588.0435,133.4372,31.934,588006.41
601.8404,136.5414,35.4092,588010.316
613.0807,138.9693,48.3655,588014.2718
627.2191,141.7827,53.2842,588018.2725
639.2551,144.0173,61.4755,588022.2157
651.5228,147.0044,69.9498,588026.0688
662.8297,149.5082,81.5971,588030.2091
678.732,153.0162,79.1858,588033.9906
692.9564,155.9572,81.5062,588037.8936
706.2581,158.6391,86.7087,588041.9418
716.5814,160.6077,99.1273,588045.784
729.6675,163.4877,103.342,588049.7558
737.9254,165.6827,120.2278,588053.7869
753.546,168.2038,118.0399,588057.7286
767.0904,171.1991,121.396,588061.7384
780.0063,173.9046,125.7734,588065.6288
790.2222,175.682,136.3701,588069.545
804.6387,178.7464,137.6266,588073.6766
815.519,180.9464,145.4723,588077.7404
829.4094,183.7708,147.1778,588081.3673
839.2664,185.7459,156.1601,588085.3101
855.7623,188.0668,152.7984,588089.2959
863.4032,189.6499,167.9041,588093.2836
877.4995,193.0928,168.0754,588097.1739
889.3754,195.5606,172.6745,588101.1902
900.406,197.3921,178.729,588105.1196
914.5936,200.4966,178.4215,588109.1696
926.8152,203.1877,181.9587,588113.1048
935.243,203.8298,194.2769,588116.9516
947.9312,207.1246,195.6036,588120.9586
960.4491,208.4523,198.9657,588124.8625
975.8706,211.1648,195.6462,588128.7874
981.3602,213.3294,210.4155,588132.8513
998.754,216.0539,204.3338,588136.6396
1009.0248,218.3342,209.7894,588140.6458
1024.0522,221.2536,206.4671,588144.8976
1030.0658,222.384,220.5375,588148.5647
1043.2028,225.1837,220.3086,588152.5862
1057.8126,226.9569,218.3537,588156.8062
1068.701,229.4572,222.1421,588160.574
1077.6135,231.4376,229.4014,588164.46
1089.1148,233.291,232.228,588168.52
1101.3624,234.6387,233.2598,588172.1614
1115.6805,238.2218,229.8175,588176.174
1119.9505,239.0433,244.5345,588180.304
1129.8055,239.7507,249.76,588184.0464
