Position_X,Position_Y,Position_Z,Time
-1161.7596,-450.4676,430.8004,739349.2454
-1114.5929,-444.8528,459.52,739354.8175
-1066.899,-451.3941,445.5837,739359.0825
-1037.1338,-452.6195,450.4755,739365.2092
-990.5742,-440.8467,489.9823,739369.2606
-979.6621,-448.186,447.0771,739373.1146
-948.5636,-447.0608,453.4987,739377.1531
-920.6736,-446.878,453.3161,739381.0914
-890.6052,-446.5256,457.7433,739384.9906
-861.6419,-446.9104,457.7528,739388.9858
-833.8299,-447.5155,454.9506,739392.9525
-805.095,-447.3391,456.7296,739396.8016
-777.4197,-447.8361,456.2043,739400.7835
-748.0696,-447.7581,458.1259,739404.8861
-719.8621,-447.8967,458.7224,739408.6773
-696.2061,-453.7295,440.4451,739412.7019
-663.1601,-450.4358,463.6883,739416.7584
-633.7143,-449.5822,472.9367,739420.6241
-608.2602,-448.3663,459.2127,739424.6098
-579.4852,-447.5169,462.8462,739428.3944
-552.9551,-449.2863,456.0007,739432.481
-525.3689,-448.3969,460.0105,739436.2985
-498.4706,-449.457,454.6185,739440.2136
-471.4144,-450.29,452.7531,739444.3712
-443.2452,-450.7879,450.5505,739448.2781
-416.4022,-449.8593,454.6461,739452.1458
-389.8204,-450.3922,450.8344,739456.1083
-363.8224,-451.6303,444.685,739460.0869
-336.3432,-451.9628,444.692,739464.0946
-310.1288,-453.6415,443.2795,739467.8625
-283.8547,-455.3064,442.8433,739472.1547
-258.5251,-458.1304,435.8444,739475.7954
-232.7147,-460.5303,411.4475,739479.7396
-205.1403,-455.6346,427.9389,739483.7569
-179.3891,-455.4917,426.9374,739487.6025
-153.622,-455.4831,425.6412,739491.6073
-127.672,-457.5073,418.0248,739495.4957
-101.711,-457.7756,415.0208,739499.456
-76.2407,-458.9014,409.2371,739503.423
-50.9121,-459.2813,407.7916,739507.5022
-26.3114,-459.1099,407.1726,739511.3314
0.6628,-461.3345,395.7303,739515.2452
25.5642,-462.067,393.6334,739519.187
50.3495,-463.1962,392.9742,739523.2594
74.4231,-464.2899,392.5149,739527.1088
99.3562,-465.0422,385.9442,739530.9805
124.6634,-466.0555,377.9109,739534.9404
149.1493,-465.3999,371.8442,739538.9618
174.2952,-467.2168,362.6419,739542.871
198.4459,-468.2949,356.9419,739546.7766
221.6421,-467.7998,356.2413,739550.7949
247.1606,-469.5017,347.014,739554.7318
272.0823,-471.847,335.4769,739558.7867
296.1166,-471.4673,335.5731,739562.6483
318.9599,-472.0322,331.4774,739566.53
344.4398,-474.2677,318.1533,739570.5882
365.3904,-473.3859,321.3348,739574.5696
389.2155,-474.9904,314.9101,739578.4056
414.0093,-478.2208,302.6305,739582.5681
437.365,-478.1901,296.3507,739586.282
463.2044,-480.1014,280.4577,739590.1967
487.0542,-481.9036,270.4767,739594.1926
509.8444,-482.4086,265.334,739598.1444
532.3989,-483.3146,258.6085,739602.063
556.6287,-485.5141,246.6696,739606.107
581.4743,-487.3601,235.2062,739609.9684
605.0975,-489.2291,224.0894,739614.0335
625.7588,-488.8206,222.2961,739618.1082
649.6849,-490.571,212.0517,739622.0333
673.2649,-492.391,200.2416,739625.9266
697.3702,-494.5994,189.6543,739629.8672
715.1613,-494.275,193.2477,739633.7768
739.5864,-497.9414,179.0922,739637.6957
762.753,-499.0906,165.3459,739641.7209
788.8241,-501.6867,146.6278,739645.6045
810.5723,-501.2575,140.5733,739649.5282
832.2559,-502.9219,131.0071,739653.5634
855.3698,-504.2573,119.9575,739657.3884
880.9111,-507.5915,102.5872,739661.4047
900.2984,-507.6748,98.4762,739665.3867
925.9585,-510.6334,80.7516,739669.2488
945.3563,-511.0792,75.1388,739673.3342
971.0662,-513.9335,56.8547,739677.2872
993.6484,-515.9501,44.8778,739681.1567
1012.8327,-516.6826,39.0307,739685.0882
1037.4885,-519.2614,21.0773,739689.0302
