Position_X,Position_Y,Position_Z,Time
-1289.5438,87.1114,176.6674,804225.8149
-1242.0109,102.2325,143.0297,804235.3872
-1227.5615,106.1544,131.8031,804240.2113
-1211.2187,109.7975,123.6401,804242.9799
-1179.4868,119.6962,102.7983,804253.1284
-1150.9054,119.4478,123.5673,804255.886
-1132.2406,122.3666,120.868,804259.149
-1133.0752,128.9978,71.8342,804262.8264
-1120.8649,132.2468,55.5797,804266.6506
-1099.2952,138.9958,59.9245,804270.8363
-1085.4955,141.2551,41.4509,804274.7424
-1071.3613,144.7711,27.8803,804278.5268
-1056.821,147.1469,24.7075,804282.4796
-1047.2951,147.2915,31.7757,804286.4618
-1036.6084,148.0052,40.0728,804290.4756
-1027.6328,148.3706,45.97,804294.4125
-1015.9983,148.5022,56.0822,804298.2096
-1004.056,147.794,69.5186,804302.4782
-993.9052,147.797,76.8202,804306.6063
-982.3547,147.1804,89.2799,804310.1182
-974.3624,147.927,92.54,804314.2289
-960.8762,148.2225,107.0613,804318.0594
-950.9133,148.3946,112.3238,804321.9128
-938.9097,147.6782,123.6592,804325.9372
-929.5732,147.2727,129.5001,804329.8404
-919.2204,146.8298,139.5933,804333.7272
-911.3388,147.2844,141.984,804337.8604
-898.0881,147.6403,153.7117,804341.7348
-887.1815,147.7188,162.631,804345.587
-877.2698,146.9194,168.5083,804349.5416
-865.1296,146.4951,177.6441,804353.5597
-857.4379,145.7892,183.4733,804357.4622
-845.7305,145.7829,195.5249,804361.4272
-835.0535,146.0446,199.6955,804365.4435
-825.2644,146.3499,205.277,804369.2566
-814.8293,145.4391,211.2725,804373.2974
-805.3484,144.7982,216.1019,804377.2376
-795.2028,144.4002,222.9564,804381.1128
-786.2904,143.7435,228.5707,804385.1023
-773.3633,144.3378,239.8968,804388.978
-763.5565,144.2309,244.1752,804392.9798
-754.3992,143.5145,246.2568,804396.9546
-744.3685,142.9262,249.5664,804400.822
-734.3845,141.8411,258.018,804404.7838
-726.5467,141.8,257.7095,804408.811
-713.797,142.2463,270.0501,804412.6884
-701.9129,141.82,279.4051,804416.7386
-693.3058,141.1093,278.9088,804420.7129
-682.4517,140.2941,282.9579,804424.599
-672.9613,139.244,287.2414,804428.5798
-663.5489,138.4959,293.0671,804432.4606
-654.1983,138.9294,293.8382,804436.3526
-643.1428,138.9506,302.3174,804440.6034
-633.1397,137.942,304.1146,804444.6022
-622.5879,137.2692,307.9056,804448.3599
-614.1403,136.2961,307.0471,804452.284
-605.2859,135.5428,308.184,804456.1912
-595.0225,135.6292,318.6349,804460.1855
-583.8908,135.7382,322.9967,804464.0382
-575.1185,134.9124,321.4874,804467.9447
-564.4364,133.9335,323.0297,804471.9089
-555.2225,132.832,324.7955,804475.8524
-546.3562,131.6372,327.3042,804479.7846
-536.9678,131.7253,332.0092,804483.718
-526.7018,131.8377,336.0764,804487.9414
-516.6804,131.1418,334.2371,804491.6478
-507.0904,129.983,334.3548,804495.5588
-496.6481,129.3736,335.021,804499.6092
-487.9159,127.4954,340.5416,804503.6168
-479.1893,127.3182,343.2591,804507.5704
-468.5599,127.2227,341.8144,804511.7258
-458.6366,127.1808,342.5418,804515.5708
-449.9261,125.8106,343.7117,804519.6747
-439.2908,124.7428,342.5647,804523.3567
-430.2576,123.1627,345.5283,804527.2551
-421.722,122.9609,347.0486,804531.1556
-411.7681,122.7265,348.3128,804535.2328
-401.4833,122.3252,348.414,804538.97
-392.999,121.2044,344.4845,804543.0182
-383.2516,120.0032,347.4139,804546.9692
-373.6901,118.5064,344.7525,804550.8738
-365.0896,118.0561,342.8076,804554.8332
-355.289,117.8175,342.6146,804558.723
-345.8622,117.2205,345.4283,804562.736
-336.3092,115.9555,343.3683,804568.7332
-327.2878,114.7233,344.6759,804570.6694
-317.6708,113.4885,337.7496,804574.4957
-308.9639,112.2831,338.9454,804578.4921
-299.6328,112.3856,336.3261,804582.4363
-289.8846,111.6736,335.9583,804586.3524
-280.8951,110.7101,331.9251,804590.3486
-271.3242,109.2074,334.0952,804594.2328
-261.8969,108.2256,328.135,804598.231
-253.9195,106.3622,329.8818,804602.2082
-244.6096,106.6252,325.9722,804606.0911
-234.8529,106.1698,323.7915,804610.112
-224.9854,105.3874,320.2377,804614.2694
-216.5239,103.6581,315.0919,804617.9588
-207.2253,102.3135,314.5194,804622.097
-198.9812,101.0087,303.4436,804625.9986
-190.6036,100.7037,308.0935,804629.8418
-180.3323,100.0141,301.9879,804633.774
-171.7858,99.5429,301.1319,804638.0607
-161.7999,97.8431,291.5847,804641.6862
-154.387,96.6304,290.9918,804645.6774
-145.2225,94.6306,291.7656,804649.6142
-137.2236,94.5187,280.8017,804653.6906
-128.9815,94.0307,282.3596,804657.6756
-118.3391,93.0779,274.4141,804661.5046
-109.2709,91.7532,270.8499,804665.4954
-101.1242,90.3946,265.8711,804669.5558
-92.1588,88.9848,259.6567,804673.4202
-84.098,87.7809,253.92,804677.3128
-75.4477,87.6834,251.0201,804681.3464
-66.3693,87.0209,244.8893,804685.223
-56.9265,85.424,243.3162,804689.182
-48.7808,84.434,230.1488,804693.283
-39.1897,82.8394,220.8077,804697.078
-31.9923,81.4665,226.659,804701.104
-23.1422,81.4267,214.4253,804705.2483
-15.0339,80.7113,209.802,804709.1376
-5.3349,79.433,205.9625,804712.9876
6.9562,77.5604,193.0823,804716.9557
13.0526,76.4437,184.939,804720.9474
19.5997,74.6861,180.886,804724.737
27.0314,74.3568,177.5985,804728.5828
37.4378,73.8954,166.4615,804732.5402
45.1757,72.7387,160.6593,804736.5864
53.4145,71.1873,154.0727,804740.5816
62.0836,69.7508,145.5164,804744.3508
70.2184,68.3983,135.1732,804748.3885
77.1044,67.4079,129.2633,804752.2997
85.6072,67.1988,126.8553,804756.3482
