Position_X,Position_Y,Position_Z,Time
-1187.0451,-358.3521,144.6356,610251.6456
-1141.2043,-342.367,125.4826,610259.6318
-1096.0592,-328.0629,103.828,610267.4226
-1065.0869,-314.6973,-29.5184,610279.0007
-982.1333,-289.9615,56.9538,610284.1417
-965.1847,-284.3305,39.7963,610288.8041
-949.3315,-278.7179,46.9554,610292.9204
-934.217,-273.8334,50.7354,610296.8076
-918.4257,-268.6423,55.964,610300.6146
-900.2965,-263.5889,72.6056,610304.6756
-884.3748,-256.8648,80.8966,610308.6544
-866.1464,-250.6344,91.2902,610312.5618
-850.2386,-245.2516,97.8156,610316.4727
-836.067,-240.8735,100.7227,610320.439
-817.1554,-234.7194,113.8737,610324.3837
-804.2236,-231.1695,111.4727,610328.361
-785.1687,-224.5023,131.8165,610332.3052
-769.3352,-218.4713,137.4452,610336.1723
-753.9267,-213.4876,140.5091,610340.4396
-736.9485,-207.9614,150.6734,610344.2948
-722.2102,-203.2935,151.2796,610348.0232
-703.7731,-197.2593,166.1554,610352.0118
-690.1371,-193.5226,166.8128,610355.9656
-672.7647,-187.2016,177.4809,610359.9642
-659.998,-182.4727,173.5457,610363.9156
-641.4606,-176.9926,186.2463,610367.8001
-625.0709,-171.4651,192.906,610371.8799
-610.5653,-166.8965,194.3108,610375.9307
-595.9364,-162.8473,194.0413,610379.6474
-580.8857,-158.5785,197.0097,610383.6904
-562.3248,-151.3776,213.5453,610387.687
-547.8399,-146.8525,216.1288,610391.5646
-531.7294,-141.5758,219.4032,610395.4348
-518.3879,-137.1006,220.1235,610399.4468
-502.5043,-132.6363,222.5172,610403.309
-486.2965,-128.1512,227.6363,610407.3579
-470.1817,-122.4297,237.6706,610411.3474
-455.8993,-117.3997,238.6083,610415.1384
-438.8811,-112.328,242.1608,610419.1628
-423.4578,-107.3745,250.9389,610423.2229
-409.107,-103.0147,249.3901,610427.028
-393.5961,-98.8238,244.7363,610431.0894
-379.0157,-94.5238,250.6341,610435.144
-363.0356,-88.5077,261.9621,610438.977
-348.1865,-84.1565,257.7971,610443.2928
-334.5714,-79.802,257.0071,610447.1486
-318.3362,-74.7863,261.734,610451.0535
-303.7668,-70.3108,265.9696,610454.9196
-287.5184,-66.631,261.9185,610458.7117
-273.4125,-61.954,268.4143,610462.648
-257.2721,-56.5598,273.3284,610466.608
-243.4571,-52.5256,271.16,610470.4048
-228.0375,-47.8777,272.7711,610474.4186
-212.4859,-43.5431,276.8196,610478.4964
-198.0608,-38.9429,274.4887,610482.196
-183.7613,-35.7177,268.0349,610486.266
-169.2631,-30.858,273.546,610490.3012
-154.3911,-26.6241,267.6442,610494.182
-138.8861,-23.9328,243.2781,610498.0714
-111.2514,-13.1275,267.9195,610505.9006
-96.3459,-8.1087,284.8812,610510.4637
-81.8339,-5.0039,277.377,610513.8092
-67.7342,-0.8389,279.9221,610517.8316
-52.1267,3.941,269.1134,610521.7936
-37.0434,8.0353,270.6581,610525.656
-23.8505,12.2307,268.4171,610529.5584
-8.6377,16.4626,268.9474,610533.5895
6.7785,19.3899,258.0265,610537.4281
18.5246,23.7466,263.8468,610541.4238
33.8082,28.4983,263.9042,610545.46
47.2911,32.3295,260.364,610549.291
61.7878,36.3541,259.0257,610553.2418
75.4708,40.2714,258.5168,610557.3478
90.8327,44.4507,250.2753,610561.1497
103.8517,46.9939,251.2733,610565.1405
117.0319,51.8577,247.4129,610569.0417
132.0448,56.4846,243.4656,610573.0174
145.5378,59.8021,239.7432,610577.0544
158.9388,63.7164,240.7486,610580.9066
173.6716,67.9084,235.7161,610584.8601
188.0421,71.4179,227.4248,610588.8644
201.4839,74.8289,222.7878,610592.8466
214.7831,79.392,223.5478,610596.6411
227.9959,83.059,219.1076,610600.6811
242.0443,87.1554,216.9434,610604.5571
255.8224,90.6589,212.0087,610608.5027
268.9457,94.5423,205.9247,610612.5054
284.4696,97.7969,192.1881,610616.4654
294.5499,101.5035,202.706,610620.3284
309.3705,105.8064,192.9157,610624.368
324.5649,109.6543,182.8689,610628.2305
337.367,113.0809,179.8903,610632.4486
349.7708,117.1875,174.0146,610636.204
363.1987,120.4891,170.6633,610640.075
374.9212,123.1944,167.9703,610644.216
388.0405,127.3204,160.3068,610648.1264
403.1755,131.5242,150.3276,610651.9713
415.8301,135.1173,143.6185,610656.1004
428.0617,138.2896,141.1793,610659.917
441.5631,142.2156,132.7539,610663.7492
456.0523,145.6304,120.7903,610667.733
467.7386,148.4208,118.0232,610671.7059
481.1424,152.7699,109.6917,610675.5816
494.0213,156.0367,103.2048,610679.6408
506.7385,159.562,96.9854,610683.501
520.0988,163.0483,87.2301,610687.4216
533.6696,166.8742,76.0471,610691.4706
545.8247,169.658,71.6075,610695.3512
558.5419,172.9252,61.0518,610699.2676
570.3084,176.5464,58.3392,610703.2603
584.7952,180.2113,43.7559,610707.2634
595.2926,183.173,41.1144,610711.1811
608.8562,186.8141,30.47,610715.0988
620.6999,189.8222,25.3319,610718.991
634.6941,192.9552,20.1351,610723.0477
645.4367,196.4586,37.0648,610727.0502
659.4743,201.0273,45.8257,610730.8279
674.6373,205.6761,49.0077,610734.7956
686.6729,209.4479,61.7465,610738.8176
701.2155,214.3708,66.8693,610742.6814
713.7511,217.6877,78.0904,610746.6647
730.6237,222.4662,77.1838,610750.6058
741.1743,225.2547,92.4916,610754.6292
753.7568,229.5693,101.4865,610758.5754
768.9336,234.5078,104.3031,610762.4799
782.8341,238.6196,109.9587,610766.3522
794.1839,241.6887,122.4001,610771.0908
809.4679,245.9835,124.3383,610774.3102
824.1755,250.1973,128.7637,610778.228
837.7284,253.7503,135.2513,610782.2161
847.0039,255.4542,149.5479,610786.0736
858.9655,260.3408,156.5392,610790.141
877.7919,265.8176,152.1439,610794.0513
886.2288,268.207,167.672,610797.9487
904.5427,273.4973,162.6448,610802.0152
911.6875,275.1716,182.0315,610805.9772
928.1437,279.9591,180.4992,610809.8288
941.751,283.1656,186.6955,610813.8009
953.255,285.7883,192.4129,610817.8022
962.3954,289.0604,205.9328,610821.6692
973.6476,292.9747,213.5657,610825.6448
993.9004,298.2802,205.2383,610829.6958
1003.4769,300.1622,216.3533,610833.511
1019.2567,305.2318,214.9823,610837.5258
1030.4759,307.8856,224.8533,610841.4874
1047.5225,311.4965,221.9269,610845.4792
